candidate,county,district,party,votes,election_date,state,scope,office
Darrel J. Aubertine,St.Lawrence,48,IND,564,2010-11-02,NY,general,State Senate
Darrel J. Aubertine,Total,48,IND,3860,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,CON,1307,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,CON,2722,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,CON,893,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Total,48,CON,4922,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,TXP,75,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,TXP,147,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,TXP,92,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Total,48,TXP,314,2010-11-02,NY,general,State Senate
Blank,Jefferson,48,,703,2010-11-02,NY,general,State Senate
Blank,Oswego,48,,1163,2010-11-02,NY,general,State Senate
Blank,St.Lawrence,48,,333,2010-11-02,NY,general,State Senate
Blank,Total,48,,2199,2010-11-02,NY,general,State Senate
Void,Jefferson,48,,0,2010-11-02,NY,general,State Senate
Void,Oswego,48,,34,2010-11-02,NY,general,State Senate
Void,St.Lawrence,48,,0,2010-11-02,NY,general,State Senate
Void,Total,48,,34,2010-11-02,NY,general,State Senate
Scattering,Jefferson,48,,16,2010-11-02,NY,general,State Senate
Scattering,Oswego,48,,51,2010-11-02,NY,general,State Senate
Scattering,St.Lawrence,48,,8,2010-11-02,NY,general,State Senate
Scattering,Total,48,,75,2010-11-02,NY,general,State Senate
Total,Jefferson,48,,27760,2010-11-02,NY,general,State Senate
Total,Oswego,48,,32340,2010-11-02,NY,general,State Senate
Total,St.Lawrence,48,,15428,2010-11-02,NY,general,State Senate
Total,Total,48,,75528,2010-11-02,NY,general,State Senate
David J. Valesky,Madison,49,DEM,8176,2010-11-02,NY,general,State Senate
David J. Valesky,Cayuga,49,DEM,3326,2010-11-02,NY,general,State Senate
David J. Valesky,Oneida,49,DEM,2174,2010-11-02,NY,general,State Senate
David J. Valesky,Onondaga,49,DEM,23961,2010-11-02,NY,general,State Senate
David J. Valesky,Total,49,DEM,37637,2010-11-02,NY,general,State Senate
Andrew C. Russo,Madison,49,REP,8979,2010-11-02,NY,general,State Senate
Andrew C. Russo,Cayuga,49,REP,4126,2010-11-02,NY,general,State Senate
Andrew C. Russo,Oneida,49,REP,2585,2010-11-02,NY,general,State Senate
Andrew C. Russo,Onondaga,49,REP,17070,2010-11-02,NY,general,State Senate
Andrew C. Russo,Total,49,REP,32760,2010-11-02,NY,general,State Senate
David J. Valesky,Madison,49,IND,925,2010-11-02,NY,general,State Senate
David J. Valesky,Cayuga,49,IND,308,2010-11-02,NY,general,State Senate
David J. Valesky,Oneida,49,IND,295,2010-11-02,NY,general,State Senate
David J. Valesky,Onondaga,49,IND,1574,2010-11-02,NY,general,State Senate
David J. Valesky,Total,49,IND,3102,2010-11-02,NY,general,State Senate
Andrew C. Russo,Madison,49,CON,1849,2010-11-02,NY,general,State Senate
Andrew C. Russo,Cayuga,49,CON,814,2010-11-02,NY,general,State Senate
Andrew C. Russo,Oneida,49,CON,408,2010-11-02,NY,general,State Senate
Andrew C. Russo,Onondaga,49,CON,3486,2010-11-02,NY,general,State Senate
Andrew C. Russo,Total,49,CON,6557,2010-11-02,NY,general,State Senate
David J. Valesky,Madison,49,WOR,674,2010-11-02,NY,general,State Senate
David J. Valesky,Cayuga,49,WOR,215,2010-11-02,NY,general,State Senate
David J. Valesky,Oneida,49,WOR,129,2010-11-02,NY,general,State Senate
David J. Valesky,Onondaga,49,WOR,2178,2010-11-02,NY,general,State Senate
David J. Valesky,Total,49,WOR,3196,2010-11-02,NY,general,State Senate
Blank,Madison,49,,932,2010-11-02,NY,general,State Senate
Blank,Cayuga,49,,445,2010-11-02,NY,general,State Senate
Blank,Oneida,49,,336,2010-11-02,NY,general,State Senate
Blank,Onondaga,49,,2321,2010-11-02,NY,general,State Senate
Blank,Total,49,,4034,2010-11-02,NY,general,State Senate
Void,Madison,49,,39,2010-11-02,NY,general,State Senate
Void,Cayuga,49,,0,2010-11-02,NY,general,State Senate
Void,Oneida,49,,0,2010-11-02,NY,general,State Senate
Void,Onondaga,49,,0,2010-11-02,NY,general,State Senate
Void,Total,49,,39,2010-11-02,NY,general,State Senate
Scattering,Madison,49,,0,2010-11-02,NY,general,State Senate
Scattering,Cayuga,49,,2,2010-11-02,NY,general,State Senate
Scattering,Oneida,49,,5,2010-11-02,NY,general,State Senate
Scattering,Onondaga,49,,72,2010-11-02,NY,general,State Senate
Scattering,Total,49,,79,2010-11-02,NY,general,State Senate
Total,Madison,49,,21574,2010-11-02,NY,general,State Senate
Total,Cayuga,49,,9236,2010-11-02,NY,general,State Senate
Total,Oneida,49,,5932,2010-11-02,NY,general,State Senate
Total,Onondaga,49,,50662,2010-11-02,NY,general,State Senate
Total,Total,49,,87404,2010-11-02,NY,general,State Senate
Kathleen Joy,Onondaga,50,DEM,27731,2010-11-02,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,REP,46821,2010-11-02,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,IND,4978,2010-11-02,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,CON,7093,2010-11-02,NY,general,State Senate
Kathleen Joy,Onondaga,50,WOR,4266,2010-11-02,NY,general,State Senate
Blank,Onondaga,50,,3867,2010-11-02,NY,general,State Senate
Void,Onondaga,50,,0,2010-11-02,NY,general,State Senate
Scattering,Onondaga,50,,59,2010-11-02,NY,general,State Senate
Total,Onondaga,50,,94815,2010-11-02,NY,general,State Senate
James L. Seward,Cortland,51,REP,7999,2010-11-02,NY,general,State Senate
James L. Seward,Greene,51,REP,8804,2010-11-02,NY,general,State Senate
James L. Seward,Herkimer,51,REP,12387,2010-11-02,NY,general,State Senate
James L. Seward,Otsego,51,REP,10844,2010-11-02,NY,general,State Senate
James L. Seward,Schoharie,51,REP,6287,2010-11-02,NY,general,State Senate
James L. Seward,Chenango,51,REP,2040,2010-11-02,NY,general,State Senate
James L. Seward,Tompkins,51,REP,4089,2010-11-02,NY,general,State Senate
James L. Seward,Total,51,REP,52450,2010-11-02,NY,general,State Senate
James L. Seward,Cortland,51,IND,1239,2010-11-02,NY,general,State Senate
James L. Seward,Greene,51,IND,1301,2010-11-02,NY,general,State Senate
James L. Seward,Herkimer,51,IND,1519,2010-11-02,NY,general,State Senate
James L. Seward,Otsego,51,IND,1818,2010-11-02,NY,general,State Senate
James L. Seward,Schoharie,51,IND,1054,2010-11-02,NY,general,State Senate
James L. Seward,Chenango,51,IND,231,2010-11-02,NY,general,State Senate
James L. Seward,Tompkins,51,IND,918,2010-11-02,NY,general,State Senate
James L. Seward,Total,51,IND,8080,2010-11-02,NY,general,State Senate
James L. Seward,Cortland,51,CON,906,2010-11-02,NY,general,State Senate
James L. Seward,Greene,51,CON,1568,2010-11-02,NY,general,State Senate
James L. Seward,Herkimer,51,CON,1207,2010-11-02,NY,general,State Senate
James L. Seward,Otsego,51,CON,1066,2010-11-02,NY,general,State Senate
James L. Seward,Schoharie,51,CON,1055,2010-11-02,NY,general,State Senate
James L. Seward,Chenango,51,CON,177,2010-11-02,NY,general,State Senate
James L. Seward,Tompkins,51,CON,447,2010-11-02,NY,general,State Senate
James L. Seward,Total,51,CON,6426,2010-11-02,NY,general,State Senate
Blank,Cortland,51,,3910,2010-11-02,NY,general,State Senate
Blank,Greene,51,,5154,2010-11-02,NY,general,State Senate
Blank,Herkimer,51,,4915,2010-11-02,NY,general,State Senate
Blank,Otsego,51,,4653,2010-11-02,NY,general,State Senate
Blank,Schoharie,51,,2201,2010-11-02,NY,general,State Senate
Blank,Chenango,51,,579,2010-11-02,NY,general,State Senate
Blank,Tompkins,51,,4107,2010-11-02,NY,general,State Senate
Blank,Total,51,,25519,2010-11-02,NY,general,State Senate
Void,Cortland,51,,0,2010-11-02,NY,general,State Senate
Void,Greene,51,,0,2010-11-02,NY,general,State Senate
Void,Herkimer,51,,33,2010-11-02,NY,general,State Senate
Void,Otsego,51,,34,2010-11-02,NY,general,State Senate
Void,Schoharie,51,,4,2010-11-02,NY,general,State Senate
Void,Chenango,51,,1,2010-11-02,NY,general,State Senate
Void,Tompkins,51,,3,2010-11-02,NY,general,State Senate
Void,Total,51,,75,2010-11-02,NY,general,State Senate
Scattering,Cortland,51,,78,2010-11-02,NY,general,State Senate
Scattering,Greene,51,,24,2010-11-02,NY,general,State Senate
Scattering,Herkimer,51,,38,2010-11-02,NY,general,State Senate
Scattering,Otsego,51,,102,2010-11-02,NY,general,State Senate
Scattering,Schoharie,51,,48,2010-11-02,NY,general,State Senate
Scattering,Chenango,51,,3,2010-11-02,NY,general,State Senate
Scattering,Tompkins,51,,72,2010-11-02,NY,general,State Senate
Scattering,Total,51,,365,2010-11-02,NY,general,State Senate
Total,Cortland,51,,14132,2010-11-02,NY,general,State Senate
Total,Greene,51,,16851,2010-11-02,NY,general,State Senate
Total,Herkimer,51,,20099,2010-11-02,NY,general,State Senate
Total,Otsego,51,,18517,2010-11-02,NY,general,State Senate
Total,Schoharie,51,,10649,2010-11-02,NY,general,State Senate
Total,Chenango,51,,3031,2010-11-02,NY,general,State Senate
Total,Tompkins,51,,9636,2010-11-02,NY,general,State Senate
Total,Total,51,,92915,2010-11-02,NY,general,State Senate
John P. Orzel,Broome,52,DEM,25837,2010-11-02,NY,general,State Senate
John P. Orzel,Tioga,52,DEM,4590,2010-11-02,NY,general,State Senate
John P. Orzel,Chenango,52,DEM,2919,2010-11-02,NY,general,State Senate
John P. Orzel,Total,52,DEM,33346,2010-11-02,NY,general,State Senate
Thomas W. Libous,Broome,52,REP,29066,2010-11-02,NY,general,State Senate
Thomas W. Libous,Tioga,52,REP,9795,2010-11-02,NY,general,State Senate
Thomas W. Libous,Chenango,52,REP,6752,2010-11-02,NY,general,State Senate
Thomas W. Libous,Total,52,REP,45613,2010-11-02,NY,general,State Senate
Thomas W. Libous,Broome,52,IND,2029,2010-11-02,NY,general,State Senate
Thomas W. Libous,Tioga,52,IND,618,2010-11-02,NY,general,State Senate
Thomas W. Libous,Chenango,52,IND,514,2010-11-02,NY,general,State Senate
Thomas W. Libous,Total,52,IND,3161,2010-11-02,NY,general,State Senate
Thomas W. Libous,Broome,52,CON,2536,2010-11-02,NY,general,State Senate
Thomas W. Libous,Tioga,52,CON,835,2010-11-02,NY,general,State Senate
Thomas W. Libous,Chenango,52,CON,555,2010-11-02,NY,general,State Senate
Thomas W. Libous,Total,52,CON,3926,2010-11-02,NY,general,State Senate
Blank,Broome,52,,2974,2010-11-02,NY,general,State Senate
Blank,Tioga,52,,1026,2010-11-02,NY,general,State Senate
Blank,Chenango,52,,514,2010-11-02,NY,general,State Senate
Blank,Total,52,,4514,2010-11-02,NY,general,State Senate
Void,Broome,52,,30,2010-11-02,NY,general,State Senate
Void,Tioga,52,,0,2010-11-02,NY,general,State Senate
Void,Chenango,52,,15,2010-11-02,NY,general,State Senate
Void,Total,52,,45,2010-11-02,NY,general,State Senate
Scattering,Broome,52,,43,2010-11-02,NY,general,State Senate
Scattering,Tioga,52,,21,2010-11-02,NY,general,State Senate
Scattering,Chenango,52,,7,2010-11-02,NY,general,State Senate
Scattering,Total,52,,71,2010-11-02,NY,general,State Senate
Total,Broome,52,,62515,2010-11-02,NY,general,State Senate
Total,Tioga,52,,16885,2010-11-02,NY,general,State Senate
Total,Chenango,52,,11276,2010-11-02,NY,general,State Senate
Total,Total,52,,90676,2010-11-02,NY,general,State Senate
Pamela Mackesey,Chemung,53,DEM,7158,2010-11-02,NY,general,State Senate
Pamela Mackesey,Schuyler,53,DEM,1721,2010-11-02,NY,general,State Senate
Pamela Mackesey,Steuben,53,DEM,7153,2010-11-02,NY,general,State Senate
Pamela Mackesey,Yates,53,DEM,2245,2010-11-02,NY,general,State Senate
Pamela Mackesey,Tompkins,53,DEM,9154,2010-11-02,NY,general,State Senate
Pamela Mackesey,Total,53,DEM,27431,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Chemung,53,REP,14887,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Schuyler,53,REP,3310,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Steuben,53,REP,16460,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Yates,53,REP,3752,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Tompkins,53,REP,3469,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Total,53,REP,41878,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Chemung,53,CON,1323,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Schuyler,53,CON,455,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Steuben,53,CON,1654,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Yates,53,CON,515,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Tompkins,53,CON,401,2010-11-02,NY,general,State Senate
Thomas F. O'Mara,Total,53,CON,4348,2010-11-02,NY,general,State Senate
Pamela Mackesey,Chemung,53,WOR,590,2010-11-02,NY,general,State Senate
Pamela Mackesey,Schuyler,53,WOR,290,2010-11-02,NY,general,State Senate
Pamela Mackesey,Steuben,53,WOR,843,2010-11-02,NY,general,State Senate
Pamela Mackesey,Yates,53,WOR,214,2010-11-02,NY,general,State Senate
Pamela Mackesey,Tompkins,53,WOR,2102,2010-11-02,NY,general,State Senate
Pamela Mackesey,Total,53,WOR,4039,2010-11-02,NY,general,State Senate
Blank,Chemung,53,,1089,2010-11-02,NY,general,State Senate
Blank,Schuyler,53,,262,2010-11-02,NY,general,State Senate
Blank,Steuben,53,,1910,2010-11-02,NY,general,State Senate
Blank,Yates,53,,461,2010-11-02,NY,general,State Senate
Blank,Tompkins,53,,873,2010-11-02,NY,general,State Senate
Blank,Total,53,,4595,2010-11-02,NY,general,State Senate
Void,Chemung,53,,0,2010-11-02,NY,general,State Senate
Void,Schuyler,53,,0,2010-11-02,NY,general,State Senate
Void,Steuben,53,,27,2010-11-02,NY,general,State Senate
Void,Yates,53,,5,2010-11-02,NY,general,State Senate
Void,Tompkins,53,,5,2010-11-02,NY,general,State Senate
Void,Total,53,,37,2010-11-02,NY,general,State Senate
Scattering,Chemung,53,,0,2010-11-02,NY,general,State Senate
Scattering,Schuyler,53,,2,2010-11-02,NY,general,State Senate
Scattering,Steuben,53,,35,2010-11-02,NY,general,State Senate
Scattering,Yates,53,,4,2010-11-02,NY,general,State Senate
Scattering,Tompkins,53,,6,2010-11-02,NY,general,State Senate
Scattering,Total,53,,47,2010-11-02,NY,general,State Senate
Total,Chemung,53,,25047,2010-11-02,NY,general,State Senate
Total,Schuyler,53,,6040,2010-11-02,NY,general,State Senate
Total,Steuben,53,,28082,2010-11-02,NY,general,State Senate
Total,Yates,53,,7196,2010-11-02,NY,general,State Senate
Total,Tompkins,53,,16010,2010-11-02,NY,general,State Senate
Total,Total,53,,82375,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Seneca,54,DEM,2142,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Wayne,54,DEM,6579,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Cayuga,54,DEM,3309,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Monroe,54,DEM,5110,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Ontario,54,DEM,5572,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Tompkins,54,DEM,1675,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Total,54,DEM,24387,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Seneca,54,REP,6284,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Wayne,54,REP,14860,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Cayuga,54,REP,7630,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Monroe,54,REP,7974,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Ontario,54,REP,11767,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Tompkins,54,REP,1558,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Total,54,REP,50073,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Seneca,54,IND,602,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Wayne,54,IND,1261,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Cayuga,54,IND,730,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Monroe,54,IND,723,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Ontario,54,IND,947,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Tompkins,54,IND,150,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Total,54,IND,4413,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Seneca,54,CON,606,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Wayne,54,CON,2733,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Cayuga,54,CON,964,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Monroe,54,CON,1527,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Ontario,54,CON,1493,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Tompkins,54,CON,149,2010-11-02,NY,general,State Senate
Michael F. Nozzolio,Total,54,CON,7472,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Seneca,54,WOR,283,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Wayne,54,WOR,784,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Cayuga,54,WOR,405,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Monroe,54,WOR,475,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Ontario,54,WOR,518,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Tompkins,54,WOR,207,2010-11-02,NY,general,State Senate
Edward J. O'Shea,Total,54,WOR,2672,2010-11-02,NY,general,State Senate
Blank,Seneca,54,,284,2010-11-02,NY,general,State Senate
Blank,Wayne,54,,0,2010-11-02,NY,general,State Senate
Blank,Cayuga,54,,536,2010-11-02,NY,general,State Senate
Blank,Monroe,54,,806,2010-11-02,NY,general,State Senate
Blank,Ontario,54,,1032,2010-11-02,NY,general,State Senate
Blank,Tompkins,54,,303,2010-11-02,NY,general,State Senate
Blank,Total,54,,2961,2010-11-02,NY,general,State Senate
Void,Seneca,54,,6,2010-11-02,NY,general,State Senate
Void,Wayne,54,,1304,2010-11-02,NY,general,State Senate
Void,Cayuga,54,,0,2010-11-02,NY,general,State Senate
Void,Monroe,54,,0,2010-11-02,NY,general,State Senate
Void,Ontario,54,,0,2010-11-02,NY,general,State Senate
Void,Tompkins,54,,0,2010-11-02,NY,general,State Senate
Void,Total,54,,1310,2010-11-02,NY,general,State Senate
Scattering,Seneca,54,,6,2010-11-02,NY,general,State Senate
Scattering,Wayne,54,,10,2010-11-02,NY,general,State Senate
Scattering,Cayuga,54,,4,2010-11-02,NY,general,State Senate
Scattering,Monroe,54,,7,2010-11-02,NY,general,State Senate
Scattering,Ontario,54,,6,2010-11-02,NY,general,State Senate
Scattering,Tompkins,54,,0,2010-11-02,NY,general,State Senate
Scattering,Total,54,,33,2010-11-02,NY,general,State Senate
Total,Seneca,54,,10213,2010-11-02,NY,general,State Senate
Total,Wayne,54,,27531,2010-11-02,NY,general,State Senate
Total,Cayuga,54,,13578,2010-11-02,NY,general,State Senate
Total,Monroe,54,,16622,2010-11-02,NY,general,State Senate
Total,Ontario,54,,21335,2010-11-02,NY,general,State Senate
Total,Tompkins,54,,4042,2010-11-02,NY,general,State Senate
Total,Total,54,,93321,2010-11-02,NY,general,State Senate
Mary Wilmot,Monroe,55,DEM,47298,2010-11-02,NY,general,State Senate
Jim Alesi,Monroe,55,REP,45141,2010-11-02,NY,general,State Senate
Jim Alesi,Monroe,55,IND,3914,2010-11-02,NY,general,State Senate
Jim Alesi,Monroe,55,CON,7970,2010-11-02,NY,general,State Senate
Mary Wilmot,Monroe,55,CTJ,2865,2010-11-02,NY,general,State Senate
Blank,Monroe,55,,4085,2010-11-02,NY,general,State Senate
Void,Monroe,55,,0,2010-11-02,NY,general,State Senate
Scattering,Monroe,55,,103,2010-11-02,NY,general,State Senate
Total,Monroe,55,,111376,2010-11-02,NY,general,State Senate
Robin Wilt,Monroe,56,DEM,26136,2010-11-02,NY,general,State Senate
Joseph E. Robach,Monroe,56,REP,35890,2010-11-02,NY,general,State Senate
Joseph E. Robach,Monroe,56,IND,4837,2010-11-02,NY,general,State Senate
Joseph E. Robach,Monroe,56,CON,5779,2010-11-02,NY,general,State Senate
Robin Wilt,Monroe,56,WOR,2542,2010-11-02,NY,general,State Senate
Blank,Monroe,56,,3732,2010-11-02,NY,general,State Senate
Void,Monroe,56,,64,2010-11-02,NY,general,State Senate
Scattering,Monroe,56,,58,2010-11-02,NY,general,State Senate
Total,Monroe,56,,79038,2010-11-02,NY,general,State Senate
Michael J. McCormick,Allegany,57,DEM,1991,2010-11-02,NY,general,State Senate
Michael J. McCormick,Cattaraugus,57,DEM,3119,2010-11-02,NY,general,State Senate
Michael J. McCormick,Chautauqua,57,DEM,6080,2010-11-02,NY,general,State Senate
Michael J. McCormick,Livingston,57,DEM,931,2010-11-02,NY,general,State Senate
Michael J. McCormick,Total,57,DEM,12121,2010-11-02,NY,general,State Senate
Catharine M. Young,Allegany,57,REP,9703,2010-11-02,NY,general,State Senate
Catharine M. Young,Cattaraugus,57,REP,15766,2010-11-02,NY,general,State Senate
Catharine M. Young,Chautauqua,57,REP,27086,2010-11-02,NY,general,State Senate
Catharine M. Young,Livingston,57,REP,3749,2010-11-02,NY,general,State Senate
Catharine M. Young,Total,57,REP,56304,2010-11-02,NY,general,State Senate
Catharine M. Young,Allegany,57,IND,584,2010-11-02,NY,general,State Senate
Catharine M. Young,Cattaraugus,57,IND,1339,2010-11-02,NY,general,State Senate
Catharine M. Young,Chautauqua,57,IND,2519,2010-11-02,NY,general,State Senate
Catharine M. Young,Livingston,57,IND,304,2010-11-02,NY,general,State Senate
Catharine M. Young,Total,57,IND,4746,2010-11-02,NY,general,State Senate
Catharine M. Young,Allegany,57,CON,847,2010-11-02,NY,general,State Senate
Catharine M. Young,Cattaraugus,57,CON,1670,2010-11-02,NY,general,State Senate
Catharine M. Young,Chautauqua,57,CON,3212,2010-11-02,NY,general,State Senate
Catharine M. Young,Livingston,57,CON,433,2010-11-02,NY,general,State Senate
Catharine M. Young,Total,57,CON,6162,2010-11-02,NY,general,State Senate
Blank,Allegany,57,,495,2010-11-02,NY,general,State Senate
Blank,Cattaraugus,57,,825,2010-11-02,NY,general,State Senate
Blank,Chautauqua,57,,1445,2010-11-02,NY,general,State Senate
Blank,Livingston,57,,223,2010-11-02,NY,general,State Senate
Blank,Total,57,,2988,2010-11-02,NY,general,State Senate
Void,Allegany,57,,10,2010-11-02,NY,general,State Senate
Void,Cattaraugus,57,,0,2010-11-02,NY,general,State Senate
Void,Chautauqua,57,,0,2010-11-02,NY,general,State Senate
Void,Livingston,57,,7,2010-11-02,NY,general,State Senate
Void,Total,57,,17,2010-11-02,NY,general,State Senate
Scattering,Allegany,57,,4,2010-11-02,NY,general,State Senate
Scattering,Cattaraugus,57,,8,2010-11-02,NY,general,State Senate
Scattering,Chautauqua,57,,16,2010-11-02,NY,general,State Senate
Scattering,Livingston,57,,1,2010-11-02,NY,general,State Senate
Scattering,Total,57,,29,2010-11-02,NY,general,State Senate
Total,Allegany,57,,13634,2010-11-02,NY,general,State Senate
Total,Cattaraugus,57,,22727,2010-11-02,NY,general,State Senate
Total,Chautauqua,57,,40358,2010-11-02,NY,general,State Senate
Total,Livingston,57,,5648,2010-11-02,NY,general,State Senate
Total,Total,57,,82367,2010-11-02,NY,general,State Senate
Timothy M. Kennedy,Erie,58,DEM,38496,2010-11-02,NY,general,State Senate
Jack Quinn,Erie,58,REP,40780,2010-11-02,NY,general,State Senate
William T. Stachowski,Erie,58,IND,4694,2010-11-02,NY,general,State Senate
Timothy M. Kennedy,Erie,58,CON,4261,2010-11-02,NY,general,State Senate
William T. Stachowski,Erie,58,WOR,1917,2010-11-02,NY,general,State Senate
Jack Quinn,Erie,58,TXP,382,2010-11-02,NY,general,State Senate
Blank,Erie,58,,4011,2010-11-02,NY,general,State Senate
Void,Erie,58,,0,2010-11-02,NY,general,State Senate
Scattering,Erie,58,,0,2010-11-02,NY,general,State Senate
Total,Erie,58,,94541,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Wyoming,59,DEM,3666,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Erie,59,DEM,14538,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Livingston,59,DEM,4296,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Ontario,59,DEM,4259,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Total,59,DEM,26759,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Wyoming,59,REP,5249,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Erie,59,REP,30447,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Livingston,59,REP,6607,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Ontario,59,REP,5764,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Total,59,REP,48067,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Wyoming,59,IND,289,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Erie,59,IND,2745,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Livingston,59,IND,438,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Ontario,59,IND,365,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Total,59,IND,3837,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Wyoming,59,CON,688,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Erie,59,CON,4543,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Livingston,59,CON,1054,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Ontario,59,CON,1019,2010-11-02,NY,general,State Senate
Patrick M. Gallivan,Total,59,CON,7304,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Wyoming,59,WOR,610,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Erie,59,WOR,2636,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Livingston,59,WOR,379,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Ontario,59,WOR,328,2010-11-02,NY,general,State Senate
Cynthia M. Appleton,Total,59,WOR,3953,2010-11-02,NY,general,State Senate
David J. DiPietro,Wyoming,59,TEA,1836,2010-11-02,NY,general,State Senate
David J. DiPietro,Erie,59,TEA,7549,2010-11-02,NY,general,State Senate
David J. DiPietro,Livingston,59,TEA,630,2010-11-02,NY,general,State Senate
David J. DiPietro,Ontario,59,TEA,835,2010-11-02,NY,general,State Senate
David J. DiPietro,Total,59,TEA,10850,2010-11-02,NY,general,State Senate
Blank,Wyoming,59,,523,2010-11-02,NY,general,State Senate
Blank,Erie,59,,3412,2010-11-02,NY,general,State Senate
Blank,Livingston,59,,834,2010-11-02,NY,general,State Senate
Blank,Ontario,59,,1067,2010-11-02,NY,general,State Senate
Blank,Total,59,,5836,2010-11-02,NY,general,State Senate
Void,Wyoming,59,,0,2010-11-02,NY,general,State Senate
Void,Erie,59,,0,2010-11-02,NY,general,State Senate
Void,Livingston,59,,9,2010-11-02,NY,general,State Senate
Void,Ontario,59,,1,2010-11-02,NY,general,State Senate
Void,Total,59,,10,2010-11-02,NY,general,State Senate
Scattering,Wyoming,59,,0,2010-11-02,NY,general,State Senate
Scattering,Erie,59,,0,2010-11-02,NY,general,State Senate
Scattering,Livingston,59,,4,2010-11-02,NY,general,State Senate
